name,address,area,city,pincode,phone,rating,reviews,category,dealer_type,source,source_url
Kapoor Battery Industries,"Mumbai Agra Road, Thane West, Thane",Thane West,Mumbai,400601,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Kapoor-Battery-Industries-Opp-Babu-Bhai-Petrol-Pump-Thane-West/022PXX22-XX22-130426170854-Y8J2_BZDET
Suhel Battery,"MIDC ROAD, Boisar, Palghar",Boisar,Mumbai,401501,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Suhel-Battery-Dhodi-Puja-Boisar/022PXX22-XX22-180905141657-A5S5_BZDET
Siddhtech Batteries,"Nangar, Kalher, Bhiwandi",Kalher,Mumbai,421302,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bhiwandi/Siddhtech-Batteries-Bangar-Nagar-Kalher/022PXX22-XX22-250110110657-T8N7_BZDET
Ankit Enterprises,"Narangi Bypass Road, Sainath Nagar, Virar East, Palghar",Virar East,Mumbai,401305,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Ankit-Enterprises-Near-Sainath-Nagar-Signal-Virar-East/022PXX22-XX22-230412190039-J7F9_BZDET
Omkar Battery World,"Anjurphata Road, Mankoli, Bhiwandi",Mankoli,Mumbai,421302,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bhiwandi/Omkar-Battery-World-Mankoli-Naka-Mankoli/022PXX22-XX22-250210215640-M2U5_BZDET
Nana Industries,"Shivaji Nagar, Pune",Shivaji Nagar,Mumbai,411005,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Nana-Industries-Opposite-SAI-Baba-Mandir-Behind-Mangala-Cinema-Shivaji-Nagar/020PXX20-XX20-120330102723-B7B1_BZDET
Solutech INDIA,"Khajina Vihir Chowk , Sadashiv Peth, Pune",Sadashiv Peth,Mumbai,411030,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Solutech-INDIA-Opposite-Redrose-Biryani-Sadashiv-Peth/020PXX20-XX20-190902151527-Y6A4_BZDET
Mechatronic Trading,"Kalwad, Pune",Kalwad,Mumbai,411032,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Mechatronic-Trading-Dhandekar-Industrial-Estate-Kalwad/020PXX20-XX20-170921163704-Z1N4_BZDET
Ev Culture,"Sinhagad College Road, Ambegaon Budruk, Pune",Ambegaon Budruk,Mumbai,411073,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Ev-Culture-Near-Shiv-Shrushti-Ambegaon-Budruk/020PXX20-XX20-250813115811-L1E4_BZDET
EV Planet,"Lane No. 9, Koregaon Park, Pune",Koregaon Park,Mumbai,411001,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/EV-Planet-Vidyut-Nagar-Koregaon-Park/020PXX20-XX20-211119153454-J2I7_BZDET
NNEEV GREEN ENERGY PVT LTD,"Nagar Road, Wagholi, Pune",Wagholi,Mumbai,412207,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/NNEEV-GREEN-ENERGY-PVT-LTD-Near-Praveen-Agencies-Wagholi/020PXX20-XX20-231209172644-P5Z3_BZDET
True energy system and transmission(T.E.S.T),"Hadapsar, Pune",Hadapsar,Mumbai,411028,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/True-Energy-System-And-TransmissionTEST-Hadapsar/020PXX20-XX20-250412113856-H9B9_BZDET
Ninad Motors,"Shikrapur, Pune",Shikrapur,Mumbai,412208,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Ninad-Motors-Pune-Nagar-Road-Shikrapur/020PXX20-XX20-230518112755-R7F5_BZDET
Vama Motors,"Lokhande Mala, Jail Road, Nashik",Jail Road,Mumbai,422101,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Nashik/Vama-Motors-Near-Holy-Flower-English-School-Jail-Road/0253PX253-X253-200330081013-E6N8_BZDET
Desai Battery,"Vapi Silvassa Road, GIDC, Vapi Industrial Estate, Vapi",Vapi Industrial Estate,Mumbai,396195,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Vapi/Desai-Battery-VIA-Char-Rasta-Vapi-Industrial-Estate/9999PX260-X260-170425123307-V6Z5_BZDET
Electric Vehicle Charging Station,"Bharat Nagar Road, Bandra Kurla Complex-Bandra East, Mumbai",Bandra Kurla Complex-Bandra East,Mumbai,400051,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Electric-Vehicle-Charging-Station-New-Coco-AtBandra-Kurla-Complex-Bandra-Kurla-Complex-Bandra-East/022PXX22-XX22-220923090030-J5X8_BZDET
Tritan Ev Dock Pvt Ltd,"Dandekar Colony-Panch Pakhadi-Thane West, Thane",Dandekar Colony-Panch Pakhadi-Thane West,Mumbai,400602,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Thane/Tritan-Ev-Dock-Pvt-Ltd-Next-Shell-Petrol-Pump-Dandekar-Colony-Panch-Pakhadi-Thane-West/022PXX22-XX22-230209065449-N7W9_BZDET
Nuvostella Pvt Ltd,"Jaywant Sawant Marg, Dahisar West, Mumbai",Dahisar West,Mumbai,400068,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Nuvostella-Pvt-Ltd-Dahisar-West/022PXX22-XX22-230112112705-R6D3_BZDET
Tata Power Charging Station,"Municipal Kamgar Vasahat, Everard Nagar-Sion, Mumbai",Everard Nagar-Sion,Mumbai,400022,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Tata-Power-Charging-Station-Everard-Nagar-Sion/022PXX22-XX22-250407211229-L7W7_BZDET
Evigo Charging Station,"Kalyan Shilphata Road, Padle, Thane",Padle,Mumbai,421204,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Thane/Evigo-Charging-Station-Padle/022PXX22-XX22-221127031618-S2C2_BZDET
Zenith - Tpc Ev Charging Station,"Cross Road, Andheri East, Mumbai",Andheri East,Mumbai,400069,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Zenith-Tpc-Ev-Charging-Station-Andheri-East/022PXX22-XX22-260113232913-X2Y6_BZDET
Smart Batteries,"Section 17,Kalyan Ambernath Road, Ulhasnagar No 3, Thane",Ulhasnagar No 3,Mumbai,421002,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Smart-Batteries-Near-HP-Petrol-Pump-Ulhasnagar-No-3/022PXX22-XX22-240829155944-T9X6_BZDET
Aavkar Electronics,"54b Proctor Road, Grant Road, Mumbai",Grant Road,Mumbai,400007,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Aavkar-Electronics-Grant-Road/022P1308630_BZDET
Guardex Tyres,"B.S Devashi Marg, Govandi Station Road, Deonar, Mumbai",Deonar,Mumbai,400088,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Guardex-Tyres-Next-to-Sai-Commercial-Opp-Hemant-Karkare-Gas-Station-Deonar/022P1234762132S9P2I9_BZDET
Raza Enterprises,"Asharwadi Jail Road, Kalyan West, Kalyan",Kalyan West,Mumbai,421301,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kalyan/Raza-Enterprises-Ganpati-Visarjan-Talav-Kalyan-West/022PXX22-XX22-220825154543-I3E7_BZDET
Supreme Power Solutions,"D.N.Nagar, Andheri West, Mumbai",Andheri West,Mumbai,400053,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Supreme-Power-Solutions-Near-Ganesh-Chowk-Andheri-West/022PXX22-XX22-180412173040-Z3T5_BZDET
Complete Tyre Care,"Sector 03,Belpada, Belpada-Kharghar, Navi Mumbai",Belpada-Kharghar,Mumbai,410210,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Complete-Tyre-Care-Opposite-Kharghar-Railway-Station-Belpada-Kharghar/022PXX22-XX22-220623170031-E1C6_BZDET
New Star Auto Garage,"Aastha Niwas, Plot No.27, Sector-19, Near Malvan Tadka Hotel,near Malvan Tadka, Ulwe-410206, Ulwe, Navi Mumbai",Ulwe,Mumbai,410206,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/New-Star-Auto-Garage-Near-Malvan-Tadka-Hotel-Ulwe/022PXX22-XX22-180407180417-T7Q6_BZDET
Bridgestone - Goodyear Prime Autosolutions,"Sector-1, Beside Indian Oil Petrol Pump, Nerul, Navi Mumbai",Nerul,Mumbai,400706,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Bridgestone-Goodyear-Prime-Autosolutions-Opp-DY-Patil-University-Nerul/022PXX22-XX22-201012121014-Q8C8_BZDET
Mateshwari Tyre & Battery Service,"New Nagardas Road, Andheri East, Mumbai",Andheri East,Mumbai,400069,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Mateshwari-Tyre-Battery-Service-Near-Andheri-Subway-Opposite-Wilson-House-Andheri-East/022PXX22-XX22-150220202431-W4Y4_BZDET
Sb Tyres,"Plot 12-13 Sector 36, Kamothe, Navi Mumbai",Kamothe,Mumbai,410206,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Sb-Tyres-Near-ZUDIO-KAMOTHE-Kamothe/022PXX22-XX22-220511160527-C3L4_BZDET
New Tegiya Tyres & Battery,"Ghot Camp Road, Taloja Sector 11, Navi Mumbai",Taloja Sector 11,Mumbai,410208,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/New-Tegiya-Tyres-Battery-Taloja-Sector-11/022PXX22-XX22-230221215052-U9B4_BZDET
Shree Ram Enterprises,"Taki Road, Nalasopara East, Palghar",Nalasopara East,Mumbai,401209,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Shree-Ram-Enterprises-Near-Radha-Krishna-Hotel-Nalasopara-East/022PXX22-XX22-150410125520-K6Q9_BZDET
Abhinav Battery Service,"Vashi, Navi Mumbai",Vashi,Mumbai,400703,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Abhinav-Battery-Service-Near-Satra-Plaza-Vashi/022PXX22-XX22-220615163915-M7K2_BZDET
Insta Solutions,"M P Road Kargil Nagar, Virar East, Palghar",Virar East,Mumbai,401305,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Insta-Solutions-Virar-East/022PXX22-XX22-210301144325-G5Y5_BZDET
Power Battery,"Nagar Manmad Road, Nagapur, Ahmednagar",Nagapur,Mumbai,414111,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Ahmednagar/Power-Battery-Near-Sahyadri-Estate-Navnagapur-Nagapur/9999PX241-X241-150414113716-T1G6_BZDET
Om Ev Charger Solution,"Katargam, Surat",Katargam,Mumbai,395004,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Surat/Om-Ev-Charger-Solution-Katargam/0261PX261-X261-200825160541-U5V9_BZDET
Technorise Embtech,"Akar Club Road, Simada Gam, Surat",Simada Gam,Mumbai,395006,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Surat/Technorise-Embtech-Shwetayan-Electric-Simada-Gam/0261PX261-X261-130223150015-H4A3_BZDET
Arnav Ev World,"Salim Ali Sarovar Road, HUDCO, Aurangabad-Maharashtra",HUDCO,Mumbai,431003,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Aurangabad-Maharashtra/Arnav-Ev-World-Near-Chhatrapati-Sambhaji-Maharaj-Chowk-HUDCO/9999PX240-X240-240117164128-E2Y4_BZDET
3D E-vehicles,"CIDCO N 2, Aurangabad-Maharashtra",CIDCO N 2,Mumbai,431007,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Aurangabad-Maharashtra/3D-E-vehicles-Opposite-Dnyanesh-Vidya-Mandir-CIDCO-N-2/9999PX240-X240-240220145422-M8Z6_BZDET
Airstrom Solar,"Indira Housing Society, Kabnur, Kolhapur",Kabnur,Mumbai,416138,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Kolhapur/Airstrom-Solar-Ichalkaranji-Kabnur/0231PX231-X231-190831142505-R1J2_BZDET
Omega Seiki Mobility,"Bus Stand Road, Chhatrapati Sambhaji Nagar Road, Sambhaji Nagar, Jalna",Sambhaji Nagar,Mumbai,431203,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Jalna/Omega-Seiki-Mobility-Near-Totla-Petrol-Pump-Bhokardan-Naka-Sambhaji-Nagar/9999P2482-2482-180212123656-V8H1_BZDET
Mayur Auto Electric & Battery Services,"Junagadh Highway , Veraval Tower Chowk, Veraval",Veraval Tower Chowk,Mumbai,362265,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Veraval/Mayur-Auto-Electric-Battery-Services-Insta-Hotel-Ni-Same-Veraval-Tower-Chowk/9999P2876-2876-130919181005-X7P1_BZDET
Bidve Motors Pvt Ltd,"Dnyaneshwar Temple Road, Shantiniketan Colony, Osmanabad",Shantiniketan Colony,Mumbai,413501,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Osmanabad/Bidve-Motors-Pvt-Ltd-Near-Ambika-Vadapav-Shantiniketan-Colony/9999P2472-2472-240612163257-D6A7_BZDET
Service Keeda Ev Charging Station,"Kharghar, Navi Mumbai",Kharghar,Mumbai,410210,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Service-Keeda-Ev-Charging-Station-Kharghar/022PXX22-XX22-240913041328-L3G4_BZDET
Athergrid Charging Station,"Vn Purav Marg, Chembur East, Mumbai",Chembur East,Mumbai,400071,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Athergrid-Charging-Station-Chembur-Chembur-East/022PXX22-XX22-231222000927-C7J4_BZDET
Go Ec Charging Station,"Ghol, Palghar",Ghol,Mumbai,401607,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Palghar/Go-Ec-Charging-Station-Ghol/022PXX22-XX22-240405140259-J3M6_BZDET
Versova Receiving Station,"Kl Walawalkar Marg, Versova, Mumbai",Versova,Mumbai,400061,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Versova-Receiving-Station-Near-Sahayog-Nagar-Bhudargarh-Colony-Versova/022PXX22-XX22-230406003510-E1B7_BZDET
Kazam Ev Tech Pvt Ltd,"Nerul, Navi Mumbai",Nerul,Mumbai,400706,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Kazam-Ev-Tech-Pvt-Ltd-Nerul/022PXX22-XX22-210115165125-J2I9_BZDET
Ather Charging Station,"Sewri, Jamnadas Prabhudas Chawl, Mumbai",Jamnadas Prabhudas Chawl,Mumbai,400033,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Ather-Charging-Station-Next-Ashok-Garden-Behind-P-DMello-Road-Jamnadas-Prabhudas-Chawl/022PXX22-XX22-240913010925-Y7I6_BZDET
Joma India Ev Pvt Ltd,"Thane West, Thane",Thane West,Mumbai,400604,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Thane/Joma-India-Ev-Pvt-Ltd-Near-Datta-Mandir-Thane-West/022PXX22-XX22-220812141950-E8Y1_BZDET
Ev Cosmos Charging Station,"Nehru Road, Vile Parle East, Mumbai",Vile Parle East,Mumbai,400099,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Ev-Cosmos-Charging-Station-Near-Mumbai-Vile-Parle-East/022PXX22-XX22-221127030807-B5Z9_BZDET
Vimal Enterprises,"Sector-01, Nerul, Navi Mumbai",Nerul,Mumbai,400706,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Vimal-Enterprises-NEXT-TO-MAHINDRA-SHOWROOM-Nerul/022PXX22-XX22-190308181649-U9B5_BZDET
G Brothers Digital,"Balaji Mandir Road, Dombivli East, Thane",Dombivli East,Mumbai,421201,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Thane/G-Brothers-Digital-Near-Gogras-Wadi-Dombivli-East/022PXX22-XX22-151107082824-U1N7_BZDET
R S Battery & Tyres,"Near Railway Crossings, Panvel, Navi Mumbai",Panvel,Mumbai,410206,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/R-S-Battery-Tyres-Karnjade-Panvel/022PXX22-XX22-250916153103-R5K3_BZDET
Avni Enterprises,"Sant Namdev Path, Dombivli East, Thane",Dombivli East,Mumbai,421201,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Avni-Enterprises-Near-Rokel-Depot-Gograss-Wadi-Dombivli-East/022PXX22-XX22-181222155349-F2H1_BZDET
A K Tyre Battery & Automobile,"Sector 2, Cbd Belapur, Navi Mumbai",Cbd Belapur,Mumbai,400614,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/A-K-Tyre-Battery-Automobile-Opposite-Mango-Garden-Cbd-Belapur/022PXX22-XX22-130426170858-N1D2_BZDET
Sonu Battery Service & Auto Electric Works,"L B S Marg, Bhandup West, Mumbai",Bhandup West,Mumbai,400078,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Sonu-Battery-Service-Auto-Electric-Works-Near-Bhandup-Police-Station-Opposite-SBI-BANK-Bhandup-West/022PXX22-XX22-151006160717-N3C6_BZDET
Jyoti Battery,"Road No 32, Sion, Mumbai",Sion,Mumbai,400022,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Jyoti-Battery-Opposite-Punjab-and-Sindh-Bank-Sion/022PXX22-XX22-121025150447-X5M8_BZDET
New Dolphine Electronics,"Om Nagar, Vasai West, Palghar",Vasai West,Mumbai,401202,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/New-Dolphine-Electronics-Near-Panchvati-Bharat-Bank-Vasai-West/022PXX22-XX22-140219164430-Y4W8_BZDET
Advance Power System,"Kopar Road, Dombivli West, Thane",Dombivli West,Mumbai,421202,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Advance-Power-System-Near-KDMC-Hospital-Shastri-Nagar-Dombivli-West/022PXX22-XX22-190804121036-K4T6_BZDET
Hyperion Chargers Pvt. Ltd.,"Alkapuri, Vadodara",Alkapuri,Mumbai,390007,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Vadodara/Hyperion-Chargers-Pvt-Ltd-Alkapuri/0265PX265-X265-210708103820-H7P3_BZDET
Kesti Electric Vehicles,"Bauxite Road, Sadashiv Nagar, Belgaum",Sadashiv Nagar,Mumbai,590001,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Belgaum/Kesti-Electric-Vehicles-Opposite-Maratha-Mandal-Dental-College-Sadashiv-Nagar/9999PX831-X831-200129110913-U6W7_BZDET
Premraj Agency,"Babhalgaon Road, Vivekanand Chowk, Latur",Vivekanand Chowk,Mumbai,413512,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Latur/Premraj-Agency-Near-Rto-Office-Vivekanand-Chowk/9999P2382-2382-231110204331-I4B9_BZDET
Brahmani Motors,"Dhebar Road South, Dhebar Road, Rajkot",Dhebar Road,Mumbai,360002,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Rajkot/Brahmani-Motors-Oppsite-Old-Jakatnaka-Near-J-C-Auto-Parts-Dhebar-Road/0281PX281-X281-170515201704-G6Z2_BZDET
Shri Laxmi Enterprises,"Bistan Road, Raj Nagar, Khargone",Raj Nagar,Mumbai,451001,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Khargone/Shri-Laxmi-Enterprises-Near-PG-College-Raj-Nagar/9999P7282-7282-181207115551-P9S4_BZDET
Krishna Solar System,"Janiwada, Gandhi Road, Ahmedabad",Gandhi Road,Mumbai,380001,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Ahmedabad/Krishna-Solar-System-Opposite-Hdfc-Bank-Gandhi-Road/079PXX79-XX79-190501152509-E1N2_BZDET
Plug N Charge Ev Solutions,"Shivamani Appartment, Jivraj Park, Ahmedabad",Jivraj Park,Mumbai,380051,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Ahmedabad/Plug-N-Charge-Ev-Solutions-Near-Malav-Talav-Jivraj-Park/079PXX79-XX79-220730122533-M9T1_BZDET
National Battery Charging,"Jodhpur Circlu Road, Satellite, Ahmedabad",Satellite,Mumbai,380015,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Ahmedabad/National-Battery-Charging-Opposite-Iscon-Mall-Satellite/079PXX79-XX79-000958936112-Z6L1_BZDET
Madhuli Battery & Auto Electric,"Nikol Road, Nikol Gam, Ahmedabad",Nikol Gam,Mumbai,382350,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Ahmedabad/Madhuli-Battery-Auto-Electric-Near-Ashatamangal-Orchid-Nikol-Gam/079PXX79-XX79-180625181012-Q4L6_BZDET
EV Xpert,"Civil Hospital Road, Bhadreshwar Society, Ahmedabad",Bhadreshwar Society,Mumbai,380004,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Ahmedabad/EV-Xpert-Near-Haripura-Bus-Stop-Asarwa-Bridge-Bhadreshwar-Society/079PXX79-XX79-220818163733-M1B6_BZDET
Kazam Charging Station,"Gokhale Road, Gokhale Roadbaburao Parulekar Marg, Dadar West, Mumbai",Dadar West,Mumbai,400028,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Kazam-Charging-Station-Dadar-West/022PXX22-XX22-250329050834-G7V2_BZDET
Ev-Novator Charging Station,"Shanaji Raje Marg, Vile Parle East, Mumbai",Vile Parle East,Mumbai,400057,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Ev-Novator-Charging-Station-Vile-Parle-East/022PXX22-XX22-250220200954-F9H5_BZDET
Magenta Ev Chargegrid,"Kopar Khairane Sector 14, Navi Mumbai",Kopar Khairane Sector 14,Mumbai,400709,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Magenta-Ev-Chargegrid-Kopar-Khairane-Sector-14/022PXX22-XX22-221224091455-Z7J6_BZDET
Hyundai Charging Station,"Mokhavane, Thane",Mokhavane,Mumbai,421602,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Thane/Hyundai-Charging-Station-Mumbai-Nasik-HighwayNear-Indian-Petrol-PumpKasara-Mokhavane/022PXX22-XX22-220923090310-H3A3_BZDET
Jio Bp Pulse,"Tilak Road, Wadala West, Mumbai",Wadala West,Mumbai,400031,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Jio-Bp-Pulse-Near-Gate-No-1-Wadala-Wadala-West/022PXX22-XX22-230819023952-Y7Z2_BZDET
Slv Batteries Works,"3rd Cross, Vishwapriya Layout, Begur Road, Bangalore",Begur Road,Bangalore,560068,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Slv-Batteries-Works-Near-Jayshree-Hospital-Begur-Road/080PXX80-XX80-220809143027-G5S7_BZDET
S V Battery Sales & Services,"Banjara Layout, Aagara Horamavu Main Road, Horamavu, Bangalore",Horamavu,Bangalore,560043,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/S-V-Battery-Sales-Services-Next-to-Iyenger-Cake-Palace-Horamavu/080PXX80-XX80-241005164720-H4M5_BZDET
Akshara Powertech,"2nd Main Road,Chanammakere,Achukattu, Banashankari 3rd Stage, Bangalore",Banashankari 3rd Stage,Bangalore,560085,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Akshara-Powertech-Behind-Police-Station-Banashankari-3rd-Stage/080PXX80-XX80-140325201121-B2Z1_BZDET
SV International,"4th Cross,NR Colony, Basavanagudi, Bangalore",Basavanagudi,Bangalore,560004,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/SV-International-Near-APS-College-Of-Commerce-Basavanagudi/080PXX80-XX80-221207212827-K7N7_BZDET
